File,PumpName,MFGNo,MotorLotNo,Maker,Contruction,Side,ElectricType,PowerValue,DynamicViscosity,PumpValue,V_Value,HzValue,MinValue,SerialNo,FlangePHeadMaterial,ValveMaterial,VGuideMaterial,GasketConfirmation,VMaterial,ORingMaterial,PullMotor,PushMotor,HoseType,ORingP20Material,Vit,Oil,UserGuide,AirMachine,SetVolt,Encapsulation,RealHz,RealMPa,ElectricCurrent,TestDeviceNo,TestDate,Tester,TestResult,CheckStepInfo_1,CheckStepInfo_2,CheckStepInfo_3,CheckStepInfo_4,CheckStepInfo_5,CheckStepInfo_6,CheckStepInfo_7,CheckStepInfo_8,CheckStepInfo_9,CheckStepInfo_10,CheckStepInfo_11,CheckStepInfo_12,CheckStepInfo_13,CheckStepInfo_14,CheckStepInfo_15,CheckStepInfo_16,CheckStepInfo_17,CheckStepInfo_18,CheckStepInfo_19,CheckStepInfo_20
LK-57VHT EUR_page0.jpeg,LK-F57VHT,052208194,22DF5220,0,0,0,0,0.4,4,E,200,50,1400,1302,0,1,0,0,0,1,,,,,,,,,,,,,,2,True,True,1,True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
LK-F32S6T EUR_page0.jpeg,LK-F32S6T,052200701,22AF328,0,0,0,0,0.4,4,,200,50,1400,NO1302,3,1,5,0,3,-1,,,,,,,,,,,,,,1,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True
LK-F32TCT EUR_page0.jpeg,LK-F32TCT,052200702,22AF328,0,0,0,0,0.4,4,,200,50,1400,NO1302,1,0,1,0,1,0,,,,,,,,,,,,,,1,True,True,1,True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
LK-F45S6T-E02_page0.jpeg,LK-F45S6T-E02,052203001,22DF4130,2,0,0,0,0.4,4,E,200,50,1400,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,0,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True
LK-F45TCT EUR_page0.jpeg,LK-F45TCT,052200710,22DF4130,0,0,0,0,0.4,4,E,200,50,1400,1302,1,0,3,0,1,0,,,,,,,,,,,,,,0,True,True,1,True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
LK-F47S6-04F (2)_page0.jpeg,LK-F47S6-04F,052208130,22AF4225,3,2,2,2,0.40,4,E,200,60,1790,AFA808011,3,1,5,0,3,-1,,,,,,,,,,,,,,0,True,True,1,True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True
LK-F47S6-04F_page0.jpeg,LK-F47S6-04F,052208130,22AF4225,3,2,2,2,0.40,4,E,200,60,1790,AFA808011,3,1,5,0,3,-1,,,,,,,,,,,,,,0,True,True,1,True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True
LK-F57S6T EUR_page0.jpeg,LK-F57S6T,052208193,22DF5220,0,0,0,0,0.4,4,E,200,50,1400,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,2,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True
LK-F57VHH EUR_page0.jpeg,LK-F57VHH,052204738,22DF5220,2,0,0,0,0.4,4,E,200,50,1400,1302,0,1,0,0,0,1,,,,,,,,,,,,,,2,True,True,1,True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True
MFG No.032200710 LK-F57VC-04.jpg,LK-F57VC-04,032200710,2KF5224,4,3,2,2,0.4,4,E,440,60,1720,20021000,0,0,0,0,0,0,,,,,,,,,,,,,,2,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.032200710 LK-F57VC-04_page0.jpeg,LK-F57VC-04,032200710,2KF5224,4,3,2,2,0.4,4,E,440,60,1720,20021000,0,0,0,0,0,0,,,,,,,,,,,,,,2,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.032200723 LK-11VC-02.jpg,LK-11VC-02,032200723,22A1119,1,1,2,2,0.20,4,B,200,50,1410,B203538,0,0,1,0,0,0,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.032200723 LK-11VC-02_page0.jpeg,LK-11VC-02,032200723,22A1119,1,1,2,2,0.20,4,B,200,50,1410,B203538,0,0,1,0,0,0,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.032209239 LK-21VSU-02.jpg,LK-21VSU-02,032209239,22B2122,1,1,2,2,0.20,4,B,200,50,1410,P203539,0,1,4,0,0,1,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.032209239 LK-21VSU-02_page0.jpeg,LK-21VSU-02,032209239,22B2122,1,1,2,2,0.20,4,B,200,50,1410,P203539,0,1,4,0,0,1,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.032209259 LK-F32S6T EUR.jpg,LK-F32S6T,032209259,21KF3225,0,0,0,0,0.4,4,E,200,50,1400,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,1,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True
MFG No.032209259 LK-F32S6T EUR_page0.jpeg,LK-F32S6T,032209259,21KF3225,0,0,0,0,0.4,4,E,200,50,1400,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,1,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True
MFG No.032211478 LK-F45S6-04.jpg,LK-F45S6-04,032211478,22AF4124,2,1,2,2,0.40,4,E,200,60,1680,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,0,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True
MFG No.032211478 LK-F45S6-04_page0.jpeg,LK-F45S6-04,032211478,22AF4124,2,1,2,2,0.40,4,E,200,60,1680,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,0,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True
MFG No.032211488 LK-F45TCT EUR.jpg,LK-F45TCT,032211488,22AF4124,0,0,0,0,0.4,4,E,200,50,1400,1302,1,0,3,0,1,0,,,,,,,,,,,,,,0,True,True,1,True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.032211488 LK-F45TCT EUR_page0.jpeg,LK-F45TCT,032211488,22AF4124,0,0,0,0,0.4,4,E,200,50,1400,1302,1,0,3,0,1,0,,,,,,,,,,,,,,0,True,True,1,True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.032212693 LK-21VHU-02.jpg,LK-21VHU-02,032212693,22B2122,1,1,0,0,0.20,4,B,200,50,1410,B203542,0,1,2,0,0,1,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.032212693 LK-21VHU-02_page0.jpeg,LK-21VHU-02,032212693,22B2122,1,1,0,0,0.20,4,B,200,50,1410,B203542,0,1,2,0,0,1,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.042209075 LK-F55S6T.jpg,LK-F55S6T,042209075,22AF5122,0,0,0,0,0.4,4,E,200,50,1400,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,2,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True
MFG No.042209075 LK-F55S6T_page0.jpeg,LK-F55S6T,042209075,22AF5122,0,0,0,0,0.4,4,E,200,50,1400,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,2,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True
MFG No.042212905 LK-F47S6-04.jpg,LK-F47S6-04,042212905,21LF4221,2,1,0,0,0.4,4,E,200,50,1400,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,0,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True
MFG No.042212905 LK-F47S6-04_page0.jpeg,LK-F47S6-04,042212905,21LF4221,2,1,0,0,0.4,4,E,200,50,1400,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,0,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True
MFG No.042214485 LK-47TC-02.jpg,LK-47TC-02,042214485,22C4231,1,1,0,0,0.2,4,B,200,50,1410,B203631,1,0,3,0,1,0,,,,,,,,,,,,,,0,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.042214485 LK-47TC-02_page0.jpeg,LK-47TC-02,042214485,22C4231,1,1,0,0,0.2,4,B,200,50,1410,B203631,1,0,3,0,1,0,,,,,,,,,,,,,,0,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.042214829 LK-F55VH-04F.jpg,LK-F55VH-04F,042214829,22AF5122,4,2,2,0,0.4,4,F,400,60,1690,10087967,0,1,0,0,0,1,,,,,,,,,,,,,,2,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.042214829 LK-F55VH-04F_page0.jpeg,LK-F55VH-04F,042214829,22AF5122,4,2,2,0,0.4,4,F,400,60,1690,10087967,0,1,0,0,0,1,,,,,,,,,,,,,,2,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.042214830 LK-47VH-02E.jpg,LK-47VH-02E,042214830,21K4225,1,1,0,0,0.2,4,B,200,60,1700,B203630,0,1,0,0,0,1,,,,,,,,,,,,,,0,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.042214830 LK-47VH-02E_page0.jpeg,LK-47VH-02E,042214830,21K4225,1,1,0,0,0.2,4,B,200,60,1700,B203630,0,1,0,0,0,1,,,,,,,,,,,,,,0,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.042214837 LK-F45S6T-E02.jpg,LK-F45S6T-E02,042214837,22DF4120,2,0,0,0,0.4,4,E,200,50,1400,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,0,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True
MFG No.042214837 LK-F45S6T-E02_page0.jpeg,LK-F45S6T-E02,042214837,22DF4120,2,0,0,0,0.4,4,E,200,50,1400,1302,3,1,5,0,3,-1,,,,,,,,,,,,,,0,True,True,1,True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True
MFG No.042215635 LK-22VH-02.jpg,LK-22VH-02,042215635,22C2231,1,1,0,0,0.2,4,B,200,50,1410,B203632,0,1,2,0,0,1,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.042215635 LK-22VH-02_page0.jpeg,LK-22VH-02,042215635,22C2231,1,1,0,0,0.2,4,B,200,50,1410,B203632,0,1,2,0,0,1,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.042215636 LK-22VS-02.jpg,LK-22VS-02,042215636,22C2231,1,1,0,0,0.2,4,B,440,60,1710,D203744,0,1,4,0,0,1,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.042215636 LK-22VS-02_page0.jpeg,LK-22VS-02,042215636,22C2231,1,1,0,0,0.2,4,B,440,60,1710,D203744,0,1,4,0,0,1,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.042215649 LK-32VC-02.jpg,LK-32VC-02,042215649,22B3222,1,1,0,2,0.2,4,B,380,50,1400,C203743,0,0,1,0,0,0,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.042215649 LK-32VC-02_page0.jpeg,LK-32VC-02,042215649,22B3222,1,1,0,2,0.2,4,B,380,50,1400,C203743,0,0,1,0,0,0,,,,,,,,,,,,,,1,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True
MFG No.042215664 LK-47VC-02.jpg,LK-47VC-02,042215664,22C4231,1,1,0,2,0.2,4,B,380,50,1400,D203744,0,0,0,0,0,0,,,,,,,,,,,,,,0,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.042215664 LK-47VC-02_page0.jpeg,LK-47VC-02,042215664,22C4231,1,1,0,2,0.2,4,B,380,50,1400,D203744,0,0,0,0,0,0,,,,,,,,,,,,,,0,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.042215678 LK-57VC-02.jpg,LK-57VC-02,042215678,22D526,1,1,0,0,0.20,4,B,200,50,1410,B203632,0,0,0,0,0,0,,,,,,,,,,,,,,2,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.042215678 LK-57VC-02_page0.jpeg,LK-57VC-02,042215678,22D526,1,1,0,0,0.20,4,B,200,50,1410,B203632,0,0,0,0,0,0,,,,,,,,,,,,,,2,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.042215686 LK-57VC-02.jpg,LK-57VC-02,042215686,22D526,1,1,2,2,0.20,4,B,400,60,1690,C203743,0,0,0,0,0,0,,,,,,,,,,,,,,2,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.042215686 LK-57VC-02_page0.jpeg,LK-57VC-02,042215686,22D526,1,1,2,2,0.20,4,B,400,60,1690,C203743,0,0,0,0,0,0,,,,,,,,,,,,,,2,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.042215692 LK-57VHU-02.jpg,LK-57VHU-02,042215692,22C5231,1,1,0,0,0.20,4,B,380,50,1400,C203743,0,1,0,0,0,1,,,,,,,,,,,,,,2,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
MFG No.042215692 LK-57VHU-02_page0.jpeg,LK-57VHU-02,042215692,22C5231,1,1,0,0,0.20,4,B,380,50,1400,C203743,0,1,0,0,0,1,,,,,,,,,,,,,,2,True,True,1,True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True
